136859;Thumb Up
68574;Swiping Right
60572;Stop Sign
20706;No gesture
42237;Thumb Down
94060;Thumb Down
39493;No gesture
62818;Swiping Left
14506;Stop Sign
29589;Thumb Down
1338;Swiping Right
10179;Swiping Left
28883;No gesture
136366;Thumb Down
37219;Stop Sign
49506;Stop Sign
40869;Thumb Down
12133;No gesture
123985;No gesture
2720;Thumb Up
112513;Thumb Down
63541;Stop Sign
102678;No gesture
71550;Thumb Down
118215;Thumb Down
10504;No gesture
104639;Swiping Left
127712;Thumb Up
50483;Thumb Down
22613;Thumb Up
114674;No gesture
114827;No gesture
108964;Thumb Up
105791;Swiping Left
38482;Swiping Left
78394;Swiping Right
111880;Swiping Left
88051;No gesture
51084;No gesture
85276;Stop Sign
147456;Swiping Left
93110;Thumb Up
6022;No gesture
23903;No gesture
136771;Thumb Up
75238;Swiping Left
33220;No gesture
39319;Swiping Left
52906;Swiping Right
113147;Swiping Left
84384;Stop Sign
11748;Stop Sign
52825;Thumb Up
84237;No gesture
56683;No gesture
8466;No gesture
67863;Thumb Up
134801;No gesture
94725;No gesture
53151;Thumb Up
111679;Swiping Right
66147;Thumb Up
68933;Stop Sign
24918;Thumb Down
135294;Swiping Right
97230;Thumb Down
16198;Swiping Right
103305;Swiping Right
32596;Thumb Down
101807;Stop Sign
145771;Swiping Right
86146;Thumb Down
22459;Thumb Up
144993;No gesture
17752;Thumb Down
22724;No gesture
113830;Thumb Down
60762;Thumb Down
48306;Thumb Up
102451;Thumb Up
36169;Thumb Up
15429;Swiping Left
18931;Thumb Up
22184;Thumb Down
112036;Thumb Down
47086;Thumb Up
132650;Thumb Up
2340;Stop Sign
121718;Thumb Down
95871;Stop Sign
75466;Stop Sign
25100;Thumb Up
3452;Swiping Left
125940;Thumb Up
876;Stop Sign
47572;No gesture
63130;Thumb Down
33366;Thumb Down
130848;No gesture
10185;Thumb Up
73495;Swiping Left
139405;Stop Sign
14299;No gesture
65499;Swiping Left
131313;Swiping Right
77631;Stop Sign
7170;Thumb Down
80148;Swiping Right
47344;Thumb Up
117454;No gesture
146793;Swiping Left
70911;Stop Sign
51882;Swiping Left
81824;No gesture
97762;Thumb Down
41450;Stop Sign
112475;Thumb Up
84764;Swiping Right
1393;No gesture
40388;Swiping Left
126086;Thumb Down
31738;Swiping Right
128353;Thumb Up
96542;Thumb Down
27945;Swiping Right
18229;Thumb Down
114126;Stop Sign
19105;Thumb Up
91465;Swiping Right
116498;Swiping Left
94634;Stop Sign
82435;Thumb Up
20597;Swiping Right
112499;Thumb Up
143053;Thumb Up
20768;No gesture
50265;Swiping Right
25820;Thumb Down
95462;Thumb Up
81651;Swiping Left
56376;Stop Sign
143729;Swiping Left
128004;No gesture
40717;Stop Sign
119948;Swiping Left
105451;Thumb Down
57946;Stop Sign
111293;Thumb Down
69894;Swiping Right
108595;Thumb Up
67530;Stop Sign
74775;No gesture
93303;Swiping Left
106490;Thumb Up
91524;Stop Sign
72465;Swiping Right
58382;Swiping Right
61068;Thumb Up
112539;No gesture
141002;Thumb Up
104774;No gesture
80494;No gesture
110469;Swiping Left
144583;Swiping Left
13359;Thumb Up
5818;Stop Sign
55315;No gesture
120782;Stop Sign
114451;No gesture
38949;Swiping Right
34529;Thumb Down
63036;Swiping Left
49399;No gesture
142561;Thumb Up
25144;No gesture
143158;Swiping Left
80103;Thumb Up
137582;Swiping Right
33658;No gesture
53108;Swiping Left
27593;Swiping Right
2923;No gesture
146317;Swiping Right
67115;Stop Sign
14674;Swiping Right
91086;Swiping Left
1657;Stop Sign
67303;Stop Sign
145195;Thumb Up
108421;Thumb Down
116406;Thumb Down
80145;Thumb Up
146855;No gesture
54964;Thumb Down
16764;No gesture
146228;No gesture
119370;Swiping Right
61814;Swiping Right
43852;No gesture
120138;Swiping Right
109081;Thumb Down
90562;Swiping Left
27115;Swiping Right
134464;Swiping Right
102132;Thumb Down
31427;Swiping Left
107908;No gesture
7888;No gesture
108604;No gesture
38290;Thumb Down
47375;Swiping Left
132131;Swiping Right
88841;Stop Sign
123228;No gesture
102232;Thumb Down
95179;Thumb Down
17879;Swiping Right
141120;Swiping Right
64355;Thumb Up
28624;Thumb Down
74581;Swiping Left
31044;Thumb Up
99901;No gesture
2925;Thumb Down
25695;Swiping Left
58915;No gesture
75935;No gesture
85551;Thumb Up
112877;No gesture
18793;Swiping Left
64428;Stop Sign
45501;Thumb Down
39776;Swiping Right
64929;Thumb Down
111459;Stop Sign
127323;Swiping Right
74703;Thumb Down
132944;No gesture
105074;Thumb Down
18605;Thumb Down
50587;Stop Sign
73339;Swiping Left
81247;Swiping Left
140478;Thumb Down
103552;Swiping Right
127928;Stop Sign
130005;Stop Sign
641;Stop Sign
129551;Thumb Up
21651;No gesture
116755;No gesture
70255;No gesture
83196;No gesture
128814;Swiping Left
15425;Thumb Down
118025;Thumb Down
53335;Stop Sign
30677;No gesture
143634;Swiping Right
80704;Thumb Up
69661;Thumb Down
146147;Thumb Up
88183;No gesture
116423;Thumb Down
123281;Thumb Down
16518;Stop Sign
5895;Stop Sign
111059;Thumb Down
35328;Swiping Left
