34870;type
23595;zoom out
136859;thumbs up
68574;swipe right
119263;zoom in
60572;stop
6522;swipe down
20706;no gesture
42237;thumbs down
63763;zoom out
100344;swing hand
82219;zoom out
94060;thumbs down
39493;no gesture
118250;swipe down
75236;type
47266;zoom in
62818;swipe left
14506;stop
29589;thumbs down
1338;swipe right
10179;swipe left
28883;no gesture
53863;swipe down
43754;zoom in
132960;type
136366;thumbs down
5119;zoom in
107175;swing hand
37219;stop
117892;swipe down
96509;type
49506;stop
64989;zoom out
40869;thumbs down
12133;no gesture
123985;no gesture
2720;thumbs up
112513;thumbs down
129472;zoom out
40836;swipe down
63541;stop
102678;no gesture
71550;thumbs down
118215;thumbs down
64120;swing hand
10504;no gesture
104639;swipe left
85923;swipe up
127712;thumbs up
79314;swipe down
50483;thumbs down
22613;thumbs up
59386;swing hand
111296;swipe up
18056;swipe up
35807;type
46260;swipe up
114674;no gesture
52944;zoom out
114827;no gesture
87642;swipe up
51861;zoom in
133108;swing hand
74438;swipe up
108964;thumbs up
82864;zoom in
105791;swipe left
38482;swipe left
78394;swipe right
111880;swipe left
54545;type
88051;no gesture
51084;no gesture
85276;stop
16841;swing hand
98736;type
105163;swing hand
147456;swipe left
61910;zoom in
21234;zoom out
93110;thumbs up
110993;type
58302;type
6022;no gesture
23903;no gesture
14161;swing hand
122765;swipe up
83147;zoom out
136771;thumbs up
142912;zoom out
75238;swipe left
33220;no gesture
39319;swipe left
136822;swipe down
52906;swipe right
12696;swipe down
55998;zoom in
64810;swing hand
51477;type
113147;swipe left
84841;zoom in
84384;stop
26719;swing hand
11748;stop
52825;thumbs up
84237;no gesture
116729;zoom out
54856;swipe up
56683;no gesture
140123;zoom in
8466;no gesture
67863;thumbs up
133657;type
110800;swipe down
45915;zoom out
134801;no gesture
94725;no gesture
55450;zoom out
53151;thumbs up
63596;swing hand
111679;swipe right
66147;thumbs up
68933;stop
24918;thumbs down
59226;zoom in
135294;swipe right
97230;thumbs down
16198;swipe right
136270;type
103305;swipe right
98918;type
32596;thumbs down
101807;stop
145771;swipe right
86146;thumbs down
22459;thumbs up
110056;zoom in
144993;no gesture
57662;swipe up
3050;zoom in
60958;zoom out
17752;thumbs down
112490;zoom in
3578;swipe up
30433;zoom out
22724;no gesture
113830;thumbs down
36544;zoom out
